Name,City,Phone,Website,Address,Under 36mo,Preschool,School Age,Mandarin,Cantonese,CCFRI
Little Oak Montessori,Vancouver,778-951-8898,,"708 W 62 Avenue, Vancouver, BC V6P 2E2",,,,,,Y
Little Oak Montessori School,Vancouver,604-728-8635,,"3403 49Th Ave E, Vancouver, BC V5S 1M1",,,,,,Y
Little Owls Nest,Vancouver,778-385-8733,,"501-808 Nicola St, Vancouver, BC V6G 0E5",,,,,,Y
Little People's Community Preschool,Vancouver,604-261-2219,,"2733 W 41St Ave, Vancouver, BC V6N 3C5",,,,,,Y
Little Semlin Montessori,Vancouver,604-620-9166,,"2017 1St Ave E, Vancouver, BC V5N 1B6",,Y,,Y,,Y
Little Smiles Childcare Centre,Vancouver,778-321-3246,,"7983 Prince Albert St, Vancouver, BC V5X 3Z9",Y,Y,Y,,,Y
Little Stars Childcare Center,Vancouver,778-889-9654,,"143 64Th Ave E, Vancouver, BC V5X 2M3",,,,,,Y
Little Stars Childcare Center E58th,Vancouver,778-889-9654,,"969 East 58Th Ave, Vancouver, BC V5X 1W6",,,,,,Y
Little Sunshine Family Child Care,Vancouver,778-838-3928,,"120 62Nd Ave W, Vancouver, BC V5X 2E1",Y,Y,,Y,Y,Y
Little Wonders Child Care,Vancouver,604-565-9600,,"2543 8Th Ave E, Vancouver, BC V5M 1W3",Y,Y,,,Y,Y
Lobat's Place Family Child Care,Vancouver,604-719-6798,,"3175 14Th Ave W, Vancouver, BC V6K 2X9",,,,,,Y
Lord Roberts ymca Kids Club,Vancouver,778-960-6491,,"1100 Bidwell St, Vancouver, BC V6G 2K4",,,,,,Y
Lord Tennyson Out Of School Care,Vancouver,604-733-5111,,"2650 Maple St, Vancouver, BC V6J 2B2",,,,,,Y
Love * Joy * Peace * Family Child Care,Vancouver,604-876-9943,,"8236 French St, Vancouver, BC V6P 4W1",,,,,,Y
Lovely Angels,Vancouver,778-689-3484,,"4947 Manor St, Vancouver, BC V5R 3Y1",,,,,,Y
Lovey's Little Angels Day Care,Vancouver,604-215-2214,,"5761 Chester St, Vancouver, BC V5W 3B4",,,,,,Y
Ma Montessori Daycare & Preschool,Vancouver,236-986-9760,,"3078 Renfrew St, Vancouver, BC V5M 3K6",,Y,,,,Y
Mackenzie ymca Kids Club,Vancouver,604-321-4802,,"960 39Th Ave E, Vancouver, BC V5W 1K8",,,,,,Y
Maha Family Child Care,Vancouver,778-558-8685,,"2988 52Nd Ave E, Vancouver, BC V5S 1T5",,,,,,Y
Malkin Park ymca Outdoor Adventures,Vancouver,604-362-4952,,"3250 43Rd Ave W, Vancouver, BC V6N 4K3",,,,,,Y
Maple Childcare Centre - Kitsilano Neighbourhood House,Vancouver,604-628-5293,,"1530 Maple St, Vancouver, BC V6J 0H8",,,,,,Y
Maple Childcare Centre - Kitsilano Neighbourhood House,Vancouver,604-628-5293,,"1530 Maple St, Vancouver, BC V6J 0H8",,,,,,Y
Maple Grove ymca Kids Club,Vancouver,604-363-7346,,"1924 45Th Ave W, Vancouver, BC V6M 3S3",,,,,,Y
Maple Pathway Childcare Center,Vancouver,778-991-5218,,"1329 Balfour Ave, Vancouver, BC V6H 1X8",,,,,,Y
Maquinna ymca Kids Club,Vancouver,778-960-6427,,"2684 2Nd Ave E, Vancouver, BC V5M 1C9",,,,,,Y
Marguerite Out Of School Care,Vancouver,604-879-7104,,"4250 Marguerite St, Vancouver, BC V6J 3G3",,,,,,Y
Marpole Neighbourhood House,Vancouver,604-484-9145,,"8585 Hudson Street, Vancouver, BC V6P 4M3",,,,,,Y
Marpole Nghbrhd House Child Care And Early Learning Centre,Vancouver,604-628-5663,,"1338 67Th Ave W, Vancouver, BC V6P 2T4",,,,,,Y
Marpole Nghbrhd House Child Care And Early Learning Centre,Vancouver,604-628-5663,,"1338 67Th Ave W, Vancouver, BC V6P 2T4",,,,,,Y
Marpole Nghbrhd House Child Care And Early Learning Centre,Vancouver,604-628-5663,,"1338 67Th Ave W, Vancouver, BC V6P 2T4",,,,,,Y
Marpole Oakridge Family Place Society,Vancouver,604-263-1405,,"8188 Lord St, Vancouver, BC V6P 0G8",,,Y,,,Y
Marpole Oakridge Family Place Society (Mofp),Vancouver,604-263-1405,,"8188 Lord St, Vancouver, BC V6P 0G8",,Y,,,,Y
Martha's Family Childcare,Vancouver,604-327-2451,,"7731 Montcalm St, Vancouver, BC V6P 4P1",,,,,,Y
Marzanna's Montessori Preschool,Vancouver,604-871-0620,,"4824 Commercial St, Vancouver, BC V5N 4H1",,,,,,Y
Max'inux Childcare,Vancouver,604-786-5990,,"1545 W 62Nd Ave, Vancouver, BC V6P 2E8",,,,,,Y
Max'inux Childcare,Vancouver,604-786-5990,,"1545 W 62Nd Ave, Vancouver, BC V6P 2E8",,,,,,Y
Max'inux Childcare,Vancouver,604-786-5990,,"1545 W 62Nd Ave, Vancouver, BC V6P 2E8",,,,,,Y
Meraki Learning Centre,Vancouver,604-729-7046,,"4147 15 Ave W, Vancouver, BC V6R 3A4",,,,,,Y
Meta Montessori House,Vancouver,604-620-6347,,"3405 Worthington Dr, Vancouver, BC V5M 3Y1",,Y,,,,Y
Mini Meadow Childcare,Vancouver,604-568-1111,,"2773 46Th Ave E, Vancouver, BC V5S 1A8",,,,,,Y
Mis Amiguitos Family Child Care,Vancouver,604-732-6663,,"9-3550 Adanac St, Vancouver, BC V5K 4Y6",,,,,,Y
Mm Learning Inc Victoria 61,Vancouver,778-895-3185,,"2043 E 61St Ave, Vancouver, BC V5P 2K4",,,,,,Y
Mm Learning Inc. Fraserview,Vancouver,778-895-3185,,"2228 Fraserview Dr, Vancouver, BC V5P 2N4",,,,,,Y
Moberly Childcare Centre,Vancouver,778-895-3185,,"1052 61St Ave E, Vancouver, BC V5X 2C4",,,,,,Y
Moberly Childcare Centre Inc. Prince Albert,Vancouver,778-895-3185,,"7751 Prince Albert St, Vancouver, BC V5X 3Z5",,,,,,Y
Moberly Childcare Centre Victoria,Vancouver,778-895-3185,,"6905 Victoria Dr, Vancouver, BC V5P 3Y7",,,,,,Y
Moberly Childcare Learning Centre,Vancouver,778-895-3185,,"700 59Th Ave E, Vancouver, BC V5X 1Y4",,,,,,Y
Moloo's Learning Centre,Vancouver,778-867-3185,,"1356 35Th Ave E, Vancouver, BC V5W 1C1",,,,,,Y
Moloo's Learning Centre 59Th,Vancouver,778-867-3185,,"1340 E 59Th Ave, Vancouver, BC V5X 1Z1",,,,,,Y
Momiji Japanese School,Vancouver,604-290-5208,,"4010 Victoria Dr, Vancouver, BC V5N 4N2",,,,,,Y
Monarch Montessori Academy,Vancouver,604-563-9511,,"2079 30Th Ave W, Vancouver, BC V6J 3A4",,Y,,,,
Monarch Montessori School,Vancouver,604-563-9511,,"4405 8Th Ave W, Vancouver, BC V6R 2A3",,,,,,
Monkey Tree Montessori Preschool,Vancouver,604-677-8339,,"1394 Nanaimo St, Vancouver, BC V5L 4T6",,,,,,Y
Montessori And More Learning Centre,Vancouver,604-312-0365,,"2475 Franklin St, Vancouver, BC V5K 1X3",,,,,,Y
Montessori Bambini Family Child Care,Vancouver,778-997-2554,www.montessoribambini.com,"101-1516 Burnaby St, Vancouver, BC V6G 1W9",,,,,,Y
Montessori World Daycare,Vancouver,604-325-3301,,"75 43Rd Ave E, Vancouver, BC V5W 1S7",,,,,,Y
Mosaic Child Care Centre,Vancouver,604-254-9626,,"2710 Commercial Dr, Vancouver, BC V5N 5P4",,,,,,
Mosaic Child Care Centre,Vancouver,604-684-8825,,"2710 Commercial Dr, Vancouver, BC V5N 5P4",,,,,,
Mosaic Montessori Preschool,Vancouver,604-734-1619,,"2268 Bayswater St, Vancouver, BC V6K 4P5",,,,,,Y
Mount Pleasant Nbrhd House Before & After School Care (Bac),Vancouver,604-875-9111,,"2740 Guelph St, Vancouver, BC V5T 3P7",,,,,,
Mount Pleasant Neighbourhood House At Eric Hamber Secondary,Vancouver,604-879-8208,,"902 33Rd Ave W, Vancouver, BC V5Z 0L2",,,,,,Y
Mount Pleasant Neighbourhood House At Eric Hamber Secondary,Vancouver,604-879-8208,,"902 33Rd Ave W, Vancouver, BC V5Z 0L2",,,,,,Y
Mount Pleasant Neighbourhood House Group Day Care,Vancouver,604-875-9111,,"800 Broadway E, Vancouver, BC V5T 1Y1",,,,,,Y
Mount Pleasant Neighbourhood House Preschool,Vancouver,604-879-8208,,"800 Broadway E, Vancouver, BC V5T 1Y1",,,,,,Y
Mount Pleasant ymca Kids Club,Vancouver,604-872-2344,,"2300 Guelph St, Vancouver, BC V5T 3P1",,,,,,Y
Mt Pleasant Neighbourhood House Kid's Peak After School Care,Vancouver,604-879-8208,,"800 Broadway E, Vancouver, BC V5T 1Y1",,,,,,Y
My Whole Earth Academy,Vancouver,778-379-1858,,"208-2031 41 Ave W, Vancouver, BC V6M 1Y7",,,,,,Y
Nadi's Family Child Care,Vancouver,604-689-1066,,"201-990 Broughton St, Vancouver, BC V6G 2A5",,,,,,Y
Nahar Family Day Care,Vancouver,604-620-5125,,"6329 Chester St, Vancouver, BC V5W 3C4",,,,,,Y
Nana Daycare,Vancouver,604-365-9239,www.nanadaycare.ca,"518 59Th Ave E, Vancouver, BC V5X 1Y3",,,,,,Y
Nelson Park ymca Kids Club,Vancouver,604-294-9622,,"1155 Thurlow St, Vancouver, BC V6E 1X2",,,,,,Y
Neo Academy,Vancouver,604-412-0186,,"3380 Maquinna Dr, Vancouver, BC V5S 4C6",,Y,,Y,Y,Y
Neo Academy,Vancouver,604-412-0186,,"3380 Maquinna Dr, Vancouver, BC V5S 4C6",Y,,,Y,Y,Y
New Hope Child Care (3-5 Gdc),Vancouver,604-321-6130,,"2551 49Th Ave E, Vancouver, BC V5S 1J6",Y,Y,,Y,Y,Y
New Hope Out Of School Child Care,Vancouver,604-321-6130,,"2551 49Th Ave E, Vancouver, BC V5S 1J6",,,,,,Y
Nini Family Child Care,Vancouver,604-704-2941,,"565 50Th Ave E, Vancouver, BC V5X 1A9",,,,,,Y
Norquay School Age Child Care,Vancouver,604-435-0323,,"4710 Slocan St, Vancouver, BC V5R 2A1",,,,,,Y
North Creek Montessori Preschool,Vancouver,604-385-5808,,"#108-1500 Howe St, Vancouver, BC V6Z 2N1",,,,,,
Oakridge Montessori Children's Learning Centre,Vancouver,604-263-1686,,"7190 Oak St, Vancouver, BC V6P 3Z9",,,,,,
Oasis Montessori Academy,Vancouver,604-928-0951,,"655 8Th Ave W, Vancouver, BC V5Z 1C7",,,,,,Y
Orca Rising School Age Care,Vancouver,604-324-6212,,"2330 E 37Th Avenue, Vancouver, BC V5R 2T3",,,,,,Y
Orchid Family Child Care,Vancouver,778-792-8180,,"789 14Th Ave E, Vancouver, BC V5T 2N3",,,,,,Y
Our Lady Of Perpetual Help Junior Kindergarten,Vancouver,604-221-0002,,"2550 Camosun St, Vancouver, BC V6R 3W6",,,,,,Y
Our Lady Of Sorrows Childcare (Gcc - School Age),Vancouver,604-253-2434,,"575 Slocan St, Vancouver, BC V5K 3X5",,,,,,Y
Our Lady Of Sorrows Pre-School,Vancouver,604-253-2434,,"575 Slocan St, Vancouver, BC V5K 3X5",,,,,,Y
Pacific Spirit Out-Of-School Child Care Centre,Vancouver,604-837-9232,,"5580 Osoyoos Cres, Vancouver, BC V6T 1X7",,,,,,Y
Panda Family Daycare,Vancouver,604-727-7269,,"302-2260 10Th Ave W, Vancouver, BC V6K 2H8",Y,,,,,Y
Pebbles & Piaget Early Learning Kingsway,Vancouver,778-919-3797,,"3550 Kingsway, Vancouver, BC V5R 5L7",,,,,,Y
Pebbles & Piaget Early Learning Kingsway,Vancouver,778-919-3797,,"3550 Kingsway, Vancouver, BC V5R 5X7",,,,,,Y
Pebbles & Piaget Early Learning Kingsway Ii,Vancouver,778-919-3797,,"3528 Kingsway, Vancouver, BC V5R 5L7",,,,,,Y
Peninsula Montessori Academy Fraser,Vancouver,778-994-1288,,"3456 Fraser St, Vancouver, BC V5V 4C4",,,,,,Y
Peninsula Montessori Academy Oak,Vancouver,778-994-1288,,"10-989 W 28Th Ave, Vancouver, BC V5Z 0E8",,,,,,Y
Philip's Family Daycare,Vancouver,604-301-9869,,"6111 Victoria Dr, Vancouver, BC V5P 3X1",Y,Y,Y,,,Y
Pink And Blue Family Child Care,Vancouver,604-879-6799,,"562 16Th Ave E, Vancouver, BC V5T 2V2",,,,,,Y
Play And Learn Montessori Child Care,Vancouver,778-996-8019,,"34 46Th Ave E, Vancouver, BC V5W 1Z1",,,,,,Y
Play Play Play Child Care,Vancouver,604-565-2855,,"6763 Butler St, Vancouver, BC V5S 3L1",,,,,,Y
Plum Treehouse In-Home Muti-Age Child Care,Vancouver,236-863-3791,,"3530 42Nd Ave W, Vancouver, BC V6N 3H6",,Y,Y,Y,,Y
Pomme D'api Preschool,Vancouver,604-877-1122,,"2190 E 44, Vancouver, BC V5P 1N2",,,,,,Y
Pooh Corner Daycare Centre I,Vancouver,604-684-9734,,"975 Lagoon Dr, Vancouver, BC V6G 2S1",,,,,,Y
Pooh Corner Daycare Centre Ii,Vancouver,604-684-9734,,"975 Lagoon Dr, Vancouver, BC V6G 2S1",,,,,,Y
Poppins Preschool,Vancouver,604-875-9111,,"6470 Victoria Dr, Vancouver, BC V5P 3X7",,,,,,Y
Projectkids,Vancouver,236-518-1663,,"2465 Crown St, Vancouver, BC V6R 3V9",,,,,,Y
Promise Vancouver Group Child Care (School Age),Vancouver,604-800-4783,,"558 Powell St, Vancouver, BC V6A 1G9",,,Y,,,Y
Protot House Inc.,Vancouver,604-763-3333,,"5488 Elm St, Vancouver, BC V6N 1A1",,,,,,Y
Quadra Child Care Centre,Vancouver,604-224-5911,,"4315 6Th Ave W, Vancouver, BC V6R 3Z4",,Y,,,,Y
Queen Alexandra Out Of School Care,Vancouver,604-875-9111,,"1300 Broadway E, Vancouver, BC V5N 1V6",,,,,,Y
Rain Or Shine Child Care Centre,Vancouver,604-258-6593,,"3289 Matapan Cres, Vancouver, BC V5M 4A9",,,,,,Y
Rainbowday Family Child Care,Vancouver,236-777-6751,,"207-228 7Th Ave E, Vancouver, BC V5T 0A1",Y,Y,,Y,,Y
Raise N’ Rise Childcare Centre,Vancouver,236-971-3788,,"3538 Napier St, Vancouver, BC V5K 2X7",,Y,,,,Y
Ramo Childcare Center,Vancouver,604-365-8128,,"4895 Mackenzie St, Vancouver, BC V6L 2R7",,,,,,Y
Reach For The Stars Montessori Ii,Vancouver,604-688-7827,,"3606 Nanaimo St, Vancouver, BC V5N 5H1",,,,,,Y
Reach For The Stars Montessori Iii,Vancouver,604-688-7827,,"3085 Main St, Vancouver, BC V5T 3G6",,,,,,Y
Reach For The Stars Montessori Learning Academy,Vancouver,604-688-7827,,"2343 Arbutus St, Vancouver, BC V6J 0H2",,,,,,Y
Red Apple Montessori Child Care,Vancouver,778-829-8752,,"1030 55 Ave E, Vancouver, BC V5X 1N9",Y,Y,,Y,Y,Y
Renfrew Park Community Centre Out Of School Care,Vancouver,604-654-0793,,"2929 22Nd Ave E, Vancouver, BC V5M 2Y3",,,,,,Y
Renfrew Park Community Centre Preschool,Vancouver,604-257-8388,,"2929 22Nd Ave E, Vancouver, BC V5M 2Y3",,,,,,Y
Renfrew School Age Child Care Centre,Vancouver,604-435-0323,,"3315 E 22 Ave, Vancouver, BC V5M 2Z2",,,,,,Y
Reni's Happy Place,Vancouver,778-707-2878,,"1104-840 Broughton St, Vancouver, BC V6G 2A1",,,,,,Y
Riley Park Preschool,Vancouver,604-257-8652,,"4575 Clancy Loranger Way, Vancouver, BC V5Y 2M4",,Y,,,Y,Y
Rising Sun Montessori Daycare,Vancouver,604-568-6889,,"4306 Victoria Dr, Vancouver, BC V5N 4N5",,,,,,Y
Roberts Annex ymca Kids Club,Vancouver,250-960-9336,,"1150 Nelson St., Vancouver, BC V6E 1J2",,,,,,Y
Royal Academy,Vancouver,778-322-0288,,"3695 Moscrop St, Vancouver, BC V5R 4E9",,,,,,Y
Safe-T Family Child Care,Vancouver,604-708-1501,,"2048 1St Ave E, Vancouver, BC V5N 1B5",,,,,,Y
Salmon Stone Childcare,Vancouver,604-324-6212,,"3010 East Kent Ave S, Vancouver, BC V5S 4P7",,,,,,Y
Salmon Stone Childcare,Vancouver,604-324-6212,,"3010 East Kent Ave S, Vancouver, BC V5S 4P7",,,,,,Y
Salmon Stone Childcare,Vancouver,604-324-6212,,"3010 East Kent Ave S, Vancouver, BC V5S 4P7",,,,,,Y
Salmon Stone Childcare,Vancouver,604-324-6212,,"3010 East Kent Ave S, Vancouver, BC V5S 4P7",,,,,,Y
Sandy's Family Child Care,Vancouver,604-877-1987,,"163 1St Ave W, Vancouver, BC V5Y 0A6",,,,,,
Saw-Whet Out-Of-School Child Care Centre,Vancouver,604-837-9232,,"2850 A Salmo Ct, Vancouver, BC V6T 1N8",,,,,,Y
"Scuola D'infanzia ""L'albero Magico""",Vancouver,604-430-3337,,"3075 Slocan St, Vancouver, BC V5M 3E4",,,,,,Y
Season Explorations Childcare,Vancouver,778-316-6111,,"4534 Gladstone St, Vancouver, BC V5N 4Z9",,,,,,Y
Secord Out Of School Care,Vancouver,604-875-9111,,"2500 Lakewood Dr, Vancouver, BC V5N 4V1",,,,,,Y
Seksik Early Care And Learning Centre,Vancouver,604-834-0220,,"570 Cordova St E, Vancouver, BC V6A 1L7",,,,,,Y
Seksik Early Care And Learning Centre,Vancouver,604-834-0220,,"570 E. Cordova Street, Vancouver, BC V6A 1L7",,Y,,,,Y
Selkirk Out Of School Care,Vancouver,604-875-9111,,"1750 22Nd Ave E, Vancouver, BC V5N 2P7",,,,,,Y
"Service De Garde ""Le Parasol""",Vancouver,778-222-8670,,"7051 Killarney St, Vancouver, BC V5S 2Y5",,,,,,Y
"Service De Garde ""Le Petit Jardin""",Vancouver,778-877-3030,,"2882 4Th Ave E, Vancouver, BC V5M 1K8",,,,,,Y
Service De Garde La Marelle,Vancouver,604-999-6914,,"590 65Th Ave W, Vancouver, BC V6P 2P8",,,,,,Y
Service De Garde Les Aventuriers,Vancouver,236-992-7149,,"4275 Crown St, Vancouver, BC V6S 2K3",,,,,,Y
Service De Garde Les Copains,Vancouver,778-239-9027,,"Service De Garde V'la L'bon Vent, Vancouver, BC V5Z 3M6",,,,,,Y
Sexsmith Community Preschool,Vancouver,604-324-6355,,"7410 Columbia St, Vancouver, BC V5X 3C1",,,,,,
Shannon Day Care,Vancouver,604-263-3421,,"290-1200 73Rd Ave W, Vancouver, BC V6P 6G5",Y,Y,,Y,Y,Y
Shannon Day Care,Vancouver,604-263-3421,,"290 1200 West 73Rd Ave, Vancouver, BC V6P 6G5",Y,,,Y,Y,Y
Shaughnessy Heights Early Learning Centre,Vancouver,604-261-6711,,"1550 33Rd Ave W, Vancouver, BC V6M 1A7",,,,,,Y
Shaughnessy Heights Out Of School Care,Vancouver,604-261-6711,,"1550 33Rd Ave W, Vancouver, BC V6M 1A7",,,,,,Y
Shaughnessy Point Grey Out Of School Care Centre,Vancouver,604-261-0515,,"5300 Maple St, Vancouver, BC V6M 3T6",,,,,,Y
Shining Smile,Vancouver,778-855-7855,,"W 21St-2325 21St Ave W, Vancouver, BC V6L 1J6",,,,,,Y
Shining Smile Childcare Centre,Vancouver,778-387-7768,,"4749 Osler St, Vancouver, BC V6H 2Y5",,,,,,Y
Shining Smile Childcare Centre,Vancouver,778-387-7768,,"3976 W 38Th Ave, Vancouver, BC V6N 2Y6",,,,,,Y
Shiny Days Family Child Care,Vancouver,604-970-9391,,"304 1205 Howe St, Vancouver, BC V6Z 0B2",,,,,,Y
Silver Moon Childcare And Early Learning Centre,Vancouver,778-867-4226,,"2771 27Th Ave E, Vancouver, BC V5R 1N4",Y,Y,Y,,,Y
Singing Frog Aboriginal Head Start,Vancouver,604-913-9128,,"2150 mclean Dr, Vancouver, BC V5N 5X9",,Y,,,,Y
Small House Family Child Care,Vancouver,604-760-4009,,"112-633 8Th Ave W, Vancouver, BC V5Z 1C7",Y,,,,,Y
Small Wonderland,Vancouver,604-669-8486,,"106-1220 Cardero St, Vancouver, BC V6G 2H7",,,,,,Y
Smiley Daycare,Vancouver,604-416-5050,,"77 Malta Pl, Vancouver, BC V5M 4C4",,,,,,Y
Smiley Daycare Boundary,Vancouver,778-855-4318,,"1133 Boundary Rd, Vancouver, BC V5K 4T4",,,,,,Y
Snowflake Family Child Care,Vancouver,778-855-3420,,"458 53Rd Ave E, Vancouver, BC V5X 1J2",,Y,Y,,,Y
Societe De La Garderie V'la L'bon Vent,Vancouver,604-261-4243,,"5445 Baillie St, Vancouver, BC V5Z 3M6",,,,,,Y
South Vancouver Community Montessori Daycare,Vancouver,604-325-4049,,"2325 E 54 Ave, Vancouver, BC V5S 1X1",,,,,,Y
South Vancouver Neighbourhood House Out Of School Care,Vancouver,604-875-9111,,"6470 Victoria Dr, Vancouver, BC V5P 3X7",,,,,,Y
Spare Time Bobolink,Vancouver,604-325-1010,,"2421 Scarboro Ave, Vancouver, BC V6P 2L5",,,,,,Y
Spare Time Challenge Club,Vancouver,604-325-1010,,"6901 Elliott St, Vancouver, BC V5S 2N1",,,,,,Y
Spare Time Clubhouse,Vancouver,604-875-1818,,"4251 Ontario St, Vancouver, BC V5V 3G8",,,,,,Y
Spare Time Connection,Vancouver,604-875-1818,,"315 23Rd Ave E, Vancouver, BC V5V 1X6",,,,,,Y
Spare Time Fun Centre,Vancouver,604-261-6612,,"1338 W. 67Th Avenue, Vancouver, BC V6P 2T4",,,,,,Y
Spare Time Ii,Vancouver,604-325-1010,,"7350 Laurel St, Vancouver, BC V6P 3T9",,,,,,Y
Spare Time Treehouse,Vancouver,604-875-1818,,"315 23Rd Ave E, Vancouver, BC V5V 1X6",,,,,,Y
Ssocc Southlands Multi-Age Daycare,Vancouver,604-377-8385,,"6426 Dunbar St, Vancouver, BC V6N 1X6",,,,,,Y
St. Casimir's Before And After School Program,Vancouver,604-876-1156,,"1303 E 27Th Ave, Vancouver, BC V5V 2L9",,,,,,Y
St. Casimir's Day Care Centre,Vancouver,604-876-1156,,"4255 Inverness Str, Vancouver, BC V5V 4W9",,,,,,Y
St. Francis Of Assisi Preschool,Vancouver,604-253-7311,,"2025 Napier St, Vancouver, BC V5L 2N8",,,,,,Y
St. Francis Xavier Montessori Child Care Centre-Daycare,Vancouver,604-356-7605,,"428 Great Northern Way, Vancouver, BC V5T 4S5",,,,,,Y
St. Francis Xavier Montessori Preschool,Vancouver,604-254-2714,,"428 Great Northern Way, Vancouver, BC V5T 4S5",,,,,,
St. Giles Preschool,Vancouver,604-325-0114,,"3737 27Th Ave W, Vancouver, BC V6S 1R2",,,,,,Y
St. James Day Care Center,Vancouver,604-733-1821,,"3214 10Th Ave W, Vancouver, BC V6K 2L2",,Y,,,,Y
St. Patrick's School,Vancouver,604-581-3154,,"2850 Quebec, Vancouver, BC V5T 3A9",,,,,,Y
St. Patrick's School After School Care,Vancouver,604-879-4411,,"2850 Quebec St, Vancouver, BC V5T 3A9",,,,,,Y
Starlet Academy,Vancouver,236-869-1331,,"2135 Newport Ave, Vancouver, BC V5P 2H9",,,,,,
Stellers Jay Academy,Vancouver,604-325-1300,,"8280 Ross St, Vancouver, BC V5X 4C6",,,,,,Y
Stellers Jay Academy,Vancouver,604-325-1300,,"8280 Ross St, Vancouver, BC V5X 4C6",,,,,,Y
Stepping Stone Preschool,Vancouver,604-765-4505,,"7284 Cypress St, Vancouver, BC V6P 5M3",,,,,,Y
Strathcona Montessori Group,Vancouver,604-569-2169,,"377 Keefer St, Vancouver, BC V6A 0E4",,,,,,Y
Sunflower Family Child Care,Vancouver,604-739-0440,,"101-2260 10Th Ave W, Vancouver, BC V6K 2H8",,,,,,Y
Sunny House Family Child Care,Vancouver,778-823-4045,,"605-1050 Smithe St, Vancouver, BC V6E 4T4",,,,,,Y
Sunrise In-Home Multiage Child Care,Vancouver,604-561-4084,,"5638 Rupert St, Vancouver, BC V5R 2K5",,,,,,Y
Sunset Child Care Society,Vancouver,604-328-3817,,"8064 Buscombe St, Vancouver, BC V5X 3S1",Y,Y,,,,Y
Sunset Early Learning Day Program,Vancouver,604-718-6512,,"6810 Main St, Vancouver, BC V5X 0A1",,,,,,Y
Sunset Out Of School Care,Vancouver,604-718-6512,,"6810 Main St, Vancouver, BC V6X 0A1",,,,,,Y
Sunset Preschool,Vancouver,604-718-6512,,"6810 Main St, Vancouver, BC V5X 0A1",,,,,,Y
Sunset School Age Care @ Sexsmith,Vancouver,604-718-6512,,"7410 Columbia St, Vancouver, BC V5X 3C1",,,,,,Y
Sunshine Corner Daycare,Vancouver,604-876-9722,,"215 18Th Ave E, Vancouver, BC V5V 1E5",,,,,,Y
Superior Family Child Care,Vancouver,604-445-5830,,"2003 10 Ave E, Vancouver, BC V5N 1X9",Y,Y,,,,Y
Swamp,Vancouver,604-837-9232,,"101-2730 Acadia Rd, Vancouver, BC V6T 1S1",,,,,,Y
Swamp Willow Preschool,Vancouver,604-257-6998,,"1318 Cartwright St, Vancouver, BC V6H 3R8",,,,,,Y
Swan Childcare,Vancouver,778-706-2000,,"3604 Tanner St, Vancouver, BC V5R 4E8",,Y,,,,Y
Sweet Angels Family Child Care,Vancouver,604-301-0224,,"5391 Culloden St, Vancouver, BC V5W 3R7",,,,,,Y
T.O.O.S.C.S. Preschool,Vancouver,604-732-8220,,"4020 Trafalgar St, Vancouver, BC V6L 2M5",,,,,,Y
Tabby Kats Family Child Care,Vancouver,604-431-9974,,"5181 Killarney St, Vancouver, BC V5R 3W1",,,,,,Y
Tanpopo Child Care Inc.,Vancouver,236-480-0043,,"2-2105 Scarboro Ave, Vancouver, BC V5P 2L2",Y,,,,,Y
Tennyson ymca Kids Club,Vancouver,604-218-4806,,"2650 Maple St, Vancouver, BC V6J 2B2",,,,,,Y
Tenth Avenue Alliance Wee Care Day Care Centre,Vancouver,604-876-3723,,"11 10Th Ave W, Vancouver, BC V5Y 1R5",,,,,,Y
The Big Playhouse,Vancouver,604-724-0439,,"249 E 57Th Ave, Vancouver, BC V5X 1S6",,,,,,Y
The Big Playhouse,Vancouver,604-724-0439,,"249 57Th Ave E, Vancouver, BC V5X 1S6",,,,,,Y
The Big Playhouse Academy,Vancouver,778-378-8470,,"5945 Main St, Vancouver, BC V5W 2T4",,,,,,Y
The Big Playhouse Langara,Vancouver,604-690-0439,,"88 E 46Th Ave, Vancouver, BC V5W 1Z1",,,,,,Y
The Big Playhouse Nanaimo,Vancouver,604-724-0439,,"2646 3Rd Ave E, Vancouver, BC V5M 1H2",,,,,,Y
The Big Playhouse Ontario,Vancouver,604-690-0439,,"7721 Ontario St, Vancouver, BC V5X 3C6",,,,,,Y
The Big Playhouse Sexsmith,Vancouver,604-690-0439,,"18 W 60Th Ave, Vancouver, BC V5X 1Z4",,,,,,Y
The Big Playhouse Sexsmith Academy,Vancouver,604-724-0439,,"44 E 58Th Ave, Vancouver, BC V5X 1V6",,,,,,Y
The Childrens House (3-5 Years),Vancouver,604-269-3302,,"6735 Salish Dr, Vancouver, BC V6N 4C4",,,,,,Y
The Childrens House (Under 36 Months),Vancouver,604-269-3302,,"6735 Salish Dr, Vancouver, BC V6N 4C4",,,,,,Y
The Creative Kids Childcare Centre,Vancouver,647-237-8021,,"150 E 63Rd Ave, Vancouver, BC V5X 2J6",,,,,,Y
The Growing Grove Childcare,Vancouver,672-355-3685,,"3685 Napier St, Vancouver, BC V5K 2Y1",Y,,,,,Y
The Montessori Children's Community,Vancouver,604-261-0864,,"4950 Heather St, Vancouver, BC V5Z 3L9",,Y,,,,Y
